Year,Districts,Area,yield_kg/ha,crop_type,avg_temp_C,max_temp_C,min_temp_C,avg_relative_humidity,avg_rainfall_mm_per_year,total_solar_radiation_kWh/m2,total_PAR_MJ/m2,avg_wind_speed_m/s,avg_pH_value,fertilizer_in_MT
2067,Baitadi,12000.0,2058.0,Wheat,11.7809863,18.10432877,6.420657534,57.7809589,905.5,6708.83,2953.94,1.683589041,6.0,109.0
2067,Baitadi,600.0,1000.0,Barley,11.7809863,18.10432877,6.420657534,57.7809589,905.5,6708.83,2953.94,1.683589041,6.0,109.0
2067,Bajhang,7005.0,2315.0,Paddy,11.7809863,18.10432877,6.420657534,57.7809589,905.5,6522.01,2827.55,1.683589041,5.6,147.0
2067,Bajhang,3650.0,1500.0,Maize,11.7809863,18.10432877,6.420657534,57.7809589,905.5,6522.01,2827.55,1.683589041,5.6,147.0
2067,Bajhang,2285.0,1007.0,Millet,11.7809863,18.10432877,6.420657534,57.7809589,905.5,6522.01,2827.55,1.683589041,5.6,147.0
2067,Bajhang,0.0,0.0,Buckwheat,11.7809863,18.10432877,6.420657534,57.7809589,905.5,6522.01,2827.55,1.683589041,5.6,147.0
2067,Bajhang,6100.0,1361.0,Wheat,11.7809863,18.10432877,6.420657534,57.7809589,905.5,6522.01,2827.55,1.683589041,5.6,147.0
2067,Bajhang,1500.0,1000.0,Barley,11.7809863,18.10432877,6.420657534,57.7809589,905.5,6522.01,2827.55,1.683589041,5.6,147.0
2067,Bajura,3010.0,1800.0,Paddy,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6522.01,2827.55,1.642383562,6.0,154.0
2067,Bajura,790.0,2214.0,Maize,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6522.01,2827.55,1.642383562,6.0,154.0
2067,Bajura,2610.0,1000.0,Millet,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6522.01,2827.55,1.642383562,6.0,154.0
2067,Bajura,7.0,1500.0,Buckwheat,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6522.01,2827.55,1.642383562,6.0,154.0
2067,Bajura,4950.0,2000.0,Wheat,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6522.01,2827.55,1.642383562,6.0,154.0
2067,Bajura,1072.0,1650.0,Barley,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6522.01,2827.55,1.642383562,6.0,154.0
2067,Banke,36500.0,3280.0,Paddy,20.73353425,26.48753425,16.01060274,55.95624658,1335.67,6092.79,2704.96,1.542273973,6.4,5913.0
2067,Banke,8660.0,2130.0,Maize,20.73353425,26.48753425,16.01060274,55.95624658,1335.67,6092.79,2704.96,1.542273973,6.4,5913.0
2067,Banke,0.0,0.0,Millet,20.73353425,26.48753425,16.01060274,55.95624658,1335.67,6092.79,2704.96,1.542273973,6.4,5913.0
2067,Banke,0.0,0.0,Buckwheat,20.73353425,26.48753425,16.01060274,55.95624658,1335.67,6092.79,2704.96,1.542273973,6.4,5913.0
2067,Banke,17913.0,2130.0,Wheat,20.73353425,26.48753425,16.01060274,55.95624658,1335.67,6092.79,2704.96,1.542273973,6.4,5913.0
2067,Banke,10.0,1000.0,Barley,20.73353425,26.48753425,16.01060274,55.95624658,1335.67,6092.79,2704.96,1.542273973,6.4,5913.0
2067,Bara,52725.0,3200.0,Paddy,25.72378082,32.0569589,20.59476712,54.83873973,1114.3,6402.98,2974.38,1.812136986,6.7,7732.0
2067,Bara,7500.0,2800.0,Maize,25.72378082,32.0569589,20.59476712,54.83873973,1114.3,6402.98,2974.38,1.812136986,6.7,7732.0
2067,Bara,78.0,1090.0,Millet,25.72378082,32.0569589,20.59476712,54.83873973,1114.3,6402.98,2974.38,1.812136986,6.7,7732.0
2067,Bara,0.0,0.0,Buckwheat,25.72378082,32.0569589,20.59476712,54.83873973,1114.3,6402.98,2974.38,1.812136986,6.7,7732.0
2067,Bara,29000.0,3341.0,Wheat,25.72378082,32.0569589,20.59476712,54.83873973,1114.3,6402.98,2974.38,1.812136986,6.7,7732.0
2067,Bara,68.0,971.0,Barley,25.72378082,32.0569589,20.59476712,54.83873973,1114.3,6402.98,2974.38,1.812136986,6.7,7732.0
2067,Bardiya,42550.0,3500.0,Paddy,25.55323288,31.69134247,20.56035616,52.89049315,1200.41,6092.79,2704.96,1.740684932,6.8,7655.0
2067,Bardiya,9000.0,2023.0,Maize,25.55323288,31.69134247,20.56035616,52.89049315,1200.41,6092.79,2704.96,1.740684932,6.8,7655.0
2067,Bardiya,0.0,0.0,Millet,25.55323288,31.69134247,20.56035616,52.89049315,1200.41,6092.79,2704.96,1.740684932,6.8,7655.0
2067,Bardiya,0.0,0.0,Buckwheat,25.55323288,31.69134247,20.56035616,52.89049315,1200.41,6092.79,2704.96,1.740684932,6.8,7655.0
2067,Bardiya,18890.0,2795.0,Wheat,25.55323288,31.69134247,20.56035616,52.89049315,1200.41,6092.79,2704.96,1.740684932,6.8,7655.0
2067,Bardiya,10.0,1000.0,Barley,25.55323288,31.69134247,20.56035616,52.89049315,1200.41,6092.79,2704.96,1.740684932,6.8,7655.0
2067,Bhaktapur,4300.0,5400.0,Paddy,19.62460274,25.02857534,15.5249863,58.33276712,1044.95,6421.67,2868.84,1.509808219,5.8,2771.0
2067,Bhaktapur,2000.0,3000.0,Maize,19.62460274,25.02857534,15.5249863,58.33276712,1044.95,6421.67,2868.84,1.509808219,5.8,2771.0
2067,Bhaktapur,100.0,1400.0,Millet,19.62460274,25.02857534,15.5249863,58.33276712,1044.95,6421.67,2868.84,1.509808219,5.8,2771.0
2067,Bhaktapur,0.0,0.0,Buckwheat,19.62460274,25.02857534,15.5249863,58.33276712,1044.95,6421.67,2868.84,1.509808219,5.8,2771.0
2067,Bhaktapur,3200.0,3089.0,Wheat,19.62460274,25.02857534,15.5249863,58.33276712,1044.95,6421.67,2868.84,1.509808219,5.8,2771.0
2067,Bhaktapur,50.0,1000.0,Barley,19.62460274,25.02857534,15.5249863,58.33276712,1044.95,6421.67,2868.84,1.509808219,5.8,2771.0
2067,Bhojpur,16103.0,2337.0,Paddy,5.662410959,11.09339726,1.640931507,71.61832877,1213.87,5773.57,2540.43,1.581178082,5.4,15732.0
2067,Bhojpur,22776.0,2134.0,Maize,5.662410959,11.09339726,1.640931507,71.61832877,1213.87,5773.57,2540.43,1.581178082,5.4,15732.0
2067,Bhojpur,5100.0,1000.0,Millet,5.662410959,11.09339726,1.640931507,71.61832877,1213.87,5773.57,2540.43,1.581178082,5.4,15732.0
2067,Bhojpur,75.0,700.0,Buckwheat,5.662410959,11.09339726,1.640931507,71.61832877,1213.87,5773.57,2540.43,1.581178082,5.4,15732.0
2067,Bhojpur,2510.0,1657.0,Wheat,5.662410959,11.09339726,1.640931507,71.61832877,1213.87,5773.57,2540.43,1.581178082,5.4,15732.0
2067,Bhojpur,30.0,1333.0,Barley,5.662410959,11.09339726,1.640931507,71.61832877,1213.87,5773.57,2540.43,1.581178082,5.4,15732.0
2067,Chitwan,32770.0,3386.0,Paddy,25.18041096,31.25084932,20.21728767,53.93690411,1182.25,6402.98,2974.38,1.488986301,6.1,615.0
2067,Chitwan,20660.0,2539.0,Maize,25.18041096,31.25084932,20.21728767,53.93690411,1182.25,6402.98,2974.38,1.488986301,6.1,615.0
2067,Chitwan,1810.0,1032.0,Millet,25.18041096,31.25084932,20.21728767,53.93690411,1182.25,6402.98,2974.38,1.488986301,6.1,615.0
2067,Chitwan,700.0,1107.0,Buckwheat,25.18041096,31.25084932,20.21728767,53.93690411,1182.25,6402.98,2974.38,1.488986301,6.1,615.0
2067,Chitwan,8728.0,3040.0,Wheat,25.18041096,31.25084932,20.21728767,53.93690411,1182.25,6402.98,2974.38,1.488986301,6.1,615.0
2067,Chitwan,61.0,1000.0,Barley,25.18041096,31.25084932,20.21728767,53.93690411,1182.25,6402.98,2974.38,1.488986301,6.1,615.0
2067,Dadeldhura,6221.0,2280.0,Paddy,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,10437.0
2067,Dadeldhura,3744.0,1707.0,Maize,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,10437.0
2067,Dadeldhura,302.0,1291.0,Millet,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,10437.0
2067,Dadeldhura,0.0,0.0,Buckwheat,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,10437.0
2067,Dadeldhura,7500.0,1600.0,Wheat,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,10437.0
2067,Dadeldhura,218.0,1032.0,Barley,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,10437.0
2067,Dailekh,8507.0,3130.0,Paddy,13.05808219,18.9710137,8.114109589,61.27663014,1245.93,6092.79,2704.96,1.555643836,5.9,18.0
2067,Dailekh,20150.0,1940.0,Maize,13.05808219,18.9710137,8.114109589,61.27663014,1245.93,6092.79,2704.96,1.555643836,5.9,18.0
2067,Dailekh,2422.0,1085.0,Millet,13.05808219,18.9710137,8.114109589,61.27663014,1245.93,6092.79,2704.96,1.555643836,5.9,18.0
2067,Dailekh,0.0,0.0,Buckwheat,13.05808219,18.9710137,8.114109589,61.27663014,1245.93,6092.79,2704.96,1.555643836,5.9,18.0
2067,Dailekh,7300.0,1352.0,Wheat,13.05808219,18.9710137,8.114109589,61.27663014,1245.93,6092.79,2704.96,1.555643836,5.9,18.0
2067,Dailekh,195.0,1462.0,Barley,13.05808219,18.9710137,8.114109589,61.27663014,1245.93,6092.79,2704.96,1.555643836,5.9,18.0
2067,Dang,38500.0,3012.0,Paddy,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,5.8,24.0
2067,Dang,25200.0,2185.0,Maize,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,5.8,24.0
2067,Dang,150.0,1000.0,Millet,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,5.8,24.0
2067,Dang,0.0,0.0,Buckwheat,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,5.8,24.0
2067,Dang,12750.0,2275.0,Wheat,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,5.8,24.0
2067,Dang,30.0,833.0,Barley,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,5.8,24.0
2067,Darchula,4290.0,2500.0,Paddy,6.551890411,12.70087671,1.238821918,59.17432877,761.71,6708.83,2953.94,1.779369863,6.0,11824.0
2067,Darchula,5520.0,2276.0,Maize,6.551890411,12.70087671,1.238821918,59.17432877,761.71,6708.83,2953.94,1.779369863,6.0,11824.0
2067,Darchula,1300.0,1000.0,Millet,6.551890411,12.70087671,1.238821918,59.17432877,761.71,6708.83,2953.94,1.779369863,6.0,11824.0
2067,Darchula,100.0,750.0,Buckwheat,6.551890411,12.70087671,1.238821918,59.17432877,761.71,6708.83,2953.94,1.779369863,6.0,11824.0
2067,Darchula,5265.0,1140.0,Wheat,6.551890411,12.70087671,1.238821918,59.17432877,761.71,6708.83,2953.94,1.779369863,6.0,11824.0
2067,Darchula,1200.0,917.0,Barley,6.551890411,12.70087671,1.238821918,59.17432877,761.71,6708.83,2953.94,1.779369863,6.0,11824.0
2067,Dhading,16670.0,2452.0,Paddy,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,16.0
2067,Dhading,17468.0,2500.0,Maize,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,16.0
2067,Dhading,7140.0,1003.0,Millet,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,16.0
2067,Dhading,0.0,0.0,Buckwheat,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,16.0
2067,Dhading,4680.0,1691.0,Wheat,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,16.0
2067,Dhading,350.0,1000.0,Barley,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,16.0
2067,Dhankuta,9412.0,2333.0,Paddy,20.19216438,25.39715068,16.15945205,63.81884932,1557.64,5870.95,2655.1,1.468410959,5.8,6572.0
2067,Dhankuta,17779.0,2235.0,Maize,20.19216438,25.39715068,16.15945205,63.81884932,1557.64,5870.95,2655.1,1.468410959,5.8,6572.0
2067,Dhankuta,8000.0,1010.0,Millet,20.19216438,25.39715068,16.15945205,63.81884932,1557.64,5870.95,2655.1,1.468410959,5.8,6572.0
2067,Dhankuta,25.0,500.0,Buckwheat,20.19216438,25.39715068,16.15945205,63.81884932,1557.64,5870.95,2655.1,1.468410959,5.8,6572.0
2067,Dhankuta,1498.0,2200.0,Wheat,20.19216438,25.39715068,16.15945205,63.81884932,1557.64,5870.95,2655.1,1.468410959,5.8,6572.0
2067,Dhankuta,10.0,1000.0,Barley,20.19216438,25.39715068,16.15945205,63.81884932,1557.64,5870.95,2655.1,1.468410959,5.8,6572.0
2067,Dhanusha,61972.0,2800.0,Paddy,23.13506849,28.95416438,18.67791781,55.94189041,995.41,6205.61,2798.51,1.701205479,6.6,1542.0
2067,Dhanusha,2365.0,2100.0,Maize,23.13506849,28.95416438,18.67791781,55.94189041,995.41,6205.61,2798.51,1.701205479,6.6,1542.0
2067,Dhanusha,425.0,1000.0,Millet,23.13506849,28.95416438,18.67791781,55.94189041,995.41,6205.61,2798.51,1.701205479,6.6,1542.0
2067,Dhanusha,0.0,0.0,Buckwheat,23.13506849,28.95416438,18.67791781,55.94189041,995.41,6205.61,2798.51,1.701205479,6.6,1542.0
2067,Dhanusha,38450.0,2500.0,Wheat,23.13506849,28.95416438,18.67791781,55.94189041,995.41,6205.61,2798.51,1.701205479,6.6,1542.0
2067,Dhanusha,5.0,1000.0,Barley,23.13506849,28.95416438,18.67791781,55.94189041,995.41,6205.61,2798.51,1.701205479,6.6,1542.0
2067,Dolakha,3133.0,2012.0,Paddy,2.402630137,8.398520548,-2.210876712,64.09180822,676.75,6170.27,2715.89,2.132109589,6.5,11408.0
2067,Dolakha,5387.0,2290.0,Maize,2.402630137,8.398520548,-2.210876712,64.09180822,676.75,6170.27,2715.89,2.132109589,6.5,11408.0
2067,Dolakha,3555.0,1152.0,Millet,2.402630137,8.398520548,-2.210876712,64.09180822,676.75,6170.27,2715.89,2.132109589,6.5,11408.0
2067,Dolakha,0.0,0.0,Buckwheat,2.402630137,8.398520548,-2.210876712,64.09180822,676.75,6170.27,2715.89,2.132109589,6.5,11408.0
2067,Dolakha,4400.0,1160.0,Wheat,2.402630137,8.398520548,-2.210876712,64.09180822,676.75,6170.27,2715.89,2.132109589,6.5,11408.0
2067,Dolakha,231.0,996.0,Barley,2.402630137,8.398520548,-2.210876712,64.09180822,676.75,6170.27,2715.89,2.132109589,6.5,11408.0
2067,Dolpa,270.0,1700.0,Paddy,-0.561424658,5.743178082,-5.62969863,62.76506849,945.58,6452.09,2802.61,1.902547945,6.6,1248.0
2067,Dolpa,2300.0,1500.0,Maize,-0.561424658,5.743178082,-5.62969863,62.76506849,945.58,6452.09,2802.61,1.902547945,6.6,1248.0
2067,Dolpa,325.0,800.0,Millet,-0.561424658,5.743178082,-5.62969863,62.76506849,945.58,6452.09,2802.61,1.902547945,6.6,1248.0
2067,Dolpa,300.0,800.0,Buckwheat,-0.561424658,5.743178082,-5.62969863,62.76506849,945.58,6452.09,2802.61,1.902547945,6.6,1248.0
2067,Dolpa,2500.0,2280.0,Wheat,-0.561424658,5.743178082,-5.62969863,62.76506849,945.58,6452.09,2802.61,1.902547945,6.6,1248.0
2067,Dolpa,250.0,832.0,Barley,-0.561424658,5.743178082,-5.62969863,62.76506849,945.58,6452.09,2802.61,1.902547945,6.6,1248.0
2067,Doti,7570.0,2378.0,Paddy,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,22.0
2067,Doti,2545.0,1648.0,Maize,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,22.0
2067,Doti,4953.0,1081.0,Millet,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,22.0
2067,Doti,0.0,0.0,Buckwheat,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,22.0
2067,Doti,16150.0,1734.0,Wheat,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,22.0
2067,Doti,250.0,1000.0,Barley,16.60326027,22.62317808,11.56394521,54.036,1219.07,6708.83,2953.94,1.476657534,5.9,22.0
2067,Gorkha,17785.0,2771.0,Paddy,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,348.0
2067,Gorkha,19350.0,2250.0,Maize,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,348.0
2067,Gorkha,11605.0,1000.0,Millet,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,348.0
2067,Gorkha,380.0,1000.0,Buckwheat,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,348.0
2067,Gorkha,4120.0,1757.0,Wheat,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,348.0
2067,Gorkha,110.0,1000.0,Barley,15.64268493,21.13356164,11.25421918,58.718,962.18,6402.98,2974.38,1.60939726,5.5,348.0
2067,Gulmi,10426.0,2350.0,Paddy,20.5630137,26.14350685,16.21063014,55.35613699,1325.35,6438.57,2996.83,1.769232877,6.1,980.0
2067,Gulmi,24845.0,1767.0,Maize,20.5630137,26.14350685,16.21063014,55.35613699,1325.35,6438.57,2996.83,1.769232877,6.1,980.0
2067,Gulmi,2916.0,980.0,Millet,20.5630137,26.14350685,16.21063014,55.35613699,1325.35,6438.57,2996.83,1.769232877,6.1,980.0
2067,Gulmi,195.0,1046.0,Buckwheat,20.5630137,26.14350685,16.21063014,55.35613699,1325.35,6438.57,2996.83,1.769232877,6.1,980.0
2067,Gulmi,8100.0,1950.0,Wheat,20.5630137,26.14350685,16.21063014,55.35613699,1325.35,6438.57,2996.83,1.769232877,6.1,980.0
2067,Gulmi,380.0,1500.0,Barley,20.5630137,26.14350685,16.21063014,55.35613699,1325.35,6438.57,2996.83,1.769232877,6.1,980.0
2067,Humla,565.0,1382.0,Paddy,-0.023616438,6.600931507,-5.543424658,66.24153425,566.41,7263.37,3036.87,2.001260274,6.5,529.0
2067,Humla,105.0,1524.0,Maize,-0.023616438,6.600931507,-5.543424658,66.24153425,566.41,7263.37,3036.87,2.001260274,6.5,529.0
2067,Humla,1302.0,1010.0,Millet,-0.023616438,6.600931507,-5.543424658,66.24153425,566.41,7263.37,3036.87,2.001260274,6.5,529.0
2067,Humla,0.0,0.0,Buckwheat,-0.023616438,6.600931507,-5.543424658,66.24153425,566.41,7263.37,3036.87,2.001260274,6.5,529.0
2067,Humla,1091.0,752.0,Wheat,-0.023616438,6.600931507,-5.543424658,66.24153425,566.41,7263.37,3036.87,2.001260274,6.5,529.0
2067,Humla,687.0,1020.0,Barley,-0.023616438,6.600931507,-5.543424658,66.24153425,566.41,7263.37,3036.87,2.001260274,6.5,529.0
2067,Illam,14825.0,3082.0,Paddy,18.64413699,23.80090411,14.8510137,65.76739726,1879.69,5773.57,2540.43,1.215287671,5.5,0.0
2067,Illam,31480.0,2462.0,Maize,18.64413699,23.80090411,14.8510137,65.76739726,1879.69,5773.57,2540.43,1.215287671,5.5,0.0
2067,Illam,3312.0,1000.0,Millet,18.64413699,23.80090411,14.8510137,65.76739726,1879.69,5773.57,2540.43,1.215287671,5.5,0.0
2067,Illam,28.0,714.0,Buckwheat,18.64413699,23.80090411,14.8510137,65.76739726,1879.69,5773.57,2540.43,1.215287671,5.5,0.0
2067,Illam,4800.0,2784.0,Wheat,18.64413699,23.80090411,14.8510137,65.76739726,1879.69,5773.57,2540.43,1.215287671,5.5,0.0
2067,Illam,75.0,1000.0,Barley,18.64413699,23.80090411,14.8510137,65.76739726,1879.69,5773.57,2540.43,1.215287671,5.5,0.0
2067,Jajarkot,3455.0,3325.0,Paddy,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,6.2,1033.0
2067,Jajarkot,7406.0,1900.0,Maize,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,6.2,1033.0
2067,Jajarkot,2525.0,1791.0,Millet,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,6.2,1033.0
2067,Jajarkot,24.0,1100.0,Buckwheat,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,6.2,1033.0
2067,Jajarkot,11800.0,1240.0,Wheat,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,6.2,1033.0
2067,Jajarkot,735.0,650.0,Barley,22.61468493,28.44019178,17.948,54.894,1278.14,6452.09,2802.61,1.861013699,6.2,1033.0
2067,Jhapa,82400.0,3300.0,Paddy,24.2890411,29.58449315,19.99950685,64.76947945,2201.73,5870.95,2655.1,1.491205479,5.7,90.0
2067,Jhapa,24600.0,2533.0,Maize,24.2890411,29.58449315,19.99950685,64.76947945,2201.73,5870.95,2655.1,1.491205479,5.7,90.0
2067,Jhapa,1800.0,1200.0,Millet,24.2890411,29.58449315,19.99950685,64.76947945,2201.73,5870.95,2655.1,1.491205479,5.7,90.0
2067,Jhapa,1300.0,1000.0,Buckwheat,24.2890411,29.58449315,19.99950685,64.76947945,2201.73,5870.95,2655.1,1.491205479,5.7,90.0
2067,Jhapa,11500.0,2100.0,Wheat,24.2890411,29.58449315,19.99950685,64.76947945,2201.73,5870.95,2655.1,1.491205479,5.7,90.0
2067,Jhapa,9.0,778.0,Barley,24.2890411,29.58449315,19.99950685,64.76947945,2201.73,5870.95,2655.1,1.491205479,5.7,90.0
2067,Jumla,2750.0,1789.0,Paddy,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6910.08,2915.0,1.642383562,6.5,11618.0
2067,Jumla,4550.0,1600.0,Maize,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6910.08,2915.0,1.642383562,6.5,11618.0
2067,Jumla,3950.0,1100.0,Millet,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6910.08,2915.0,1.642383562,6.5,11618.0
2067,Jumla,930.0,700.0,Buckwheat,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6910.08,2915.0,1.642383562,6.5,11618.0
2067,Jumla,2300.0,1100.0,Wheat,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6910.08,2915.0,1.642383562,6.5,11618.0
2067,Jumla,4900.0,900.0,Barley,9.54939726,16.17224658,4.111917808,59.92967123,937.29,6910.08,2915.0,1.642383562,6.5,11618.0
2067,Kailali,60000.0,2900.0,Paddy,25.78260274,31.964,20.56986301,54.50528767,1512.03,6097.45,2735.4,1.57030137,6.6,0.0
2067,Kailali,16500.0,1727.0,Maize,25.78260274,31.964,20.56986301,54.50528767,1512.03,6097.45,2735.4,1.57030137,6.6,0.0
2067,Kailali,300.0,1033.0,Millet,25.78260274,31.964,20.56986301,54.50528767,1512.03,6097.45,2735.4,1.57030137,6.6,0.0
2067,Kailali,0.0,0.0,Buckwheat,25.78260274,31.964,20.56986301,54.50528767,1512.03,6097.45,2735.4,1.57030137,6.6,0.0
2067,Kailali,34500.0,2000.0,Wheat,25.78260274,31.964,20.56986301,54.50528767,1512.03,6097.45,2735.4,1.57030137,6.6,0.0
2067,Kailali,550.0,1200.0,Barley,25.78260274,31.964,20.56986301,54.50528767,1512.03,6097.45,2735.4,1.57030137,6.6,0.0
2067,Kalikot,3522.0,2111.0,Paddy,13.05808219,18.9710137,8.114109589,61.27663014,1245.93,6522.01,2827.55,1.555643836,6.2,17454.0
