crop_type,Districts,mean,std,count
Buckwheat,Rolpa,894.4371822583333,180.83729911954364,12
Buckwheat,Rukum,2429.3333333333335,29.737742572921224,3
Buckwheat,Rupandehi,1203.0,,1
Buckwheat,Salyan,1131.2208046153846,49.23879027233453,13
Buckwheat,Sankhuwashava,959.016395,224.56576515599554,12
Buckwheat,Sarlahi,2539.0,,1
Buckwheat,Sindhuli,769.2347397538462,229.47077564614438,13
Buckwheat,Sindhupalchok,778.5,220.6800096670894,4
Buckwheat,Solukhumbu,792.4806158272728,160.55678847145546,11
Buckwheat,Sunsari,1022.0151338461538,82.13749787662688,13
Buckwheat,Surkhet,1518.0,0.0,3
Buckwheat,Syangja,853.2820343461538,179.8106306194325,13
Buckwheat,Tanahu,976.9036023153847,29.79838199763186,13
Buckwheat,Taplejung,1331.6782924166666,120.9187102273601,12
Buckwheat,Terhathum,893.7736037076922,94.85745962911166,13
Buckwheat,Udayapur,985.9455113846154,68.90193135019034,13
Maize,Achham,2491.583435076923,491.7685363281762,13
Maize,Arghakhanchi,2965.7459748461542,497.78260411812715,13
Maize,Baglung,3174.9500201538463,313.89079401357407,13
Maize,Baitadi,1925.8606532307692,516.602014435149,13
Maize,Bajhang,1390.2048969230768,221.29290608995606,13
Maize,Bajura,1909.8979212307693,407.8927673032584,13
Maize,Banke,2527.021450230769,630.5757118110093,13
Maize,Bara,3547.874891833333,494.2581989147561,12
Maize,Bardiya,2809.432393333333,596.4878338870035,12
Maize,Bhaktapur,4111.034698153846,459.3943954107819,13
Maize,Bhojpur,2573.9911017692307,285.69305170932546,13
Maize,Chitwan,3343.4037166153844,476.9747247192858,13
Maize,Dadeldhura,2850.4915416923077,705.7710667927137,13
Maize,Dailekh,2177.946900923077,363.0165477297909,13
Maize,Dang,2415.4364025384616,514.7352527313913,13
Maize,Darchula,2217.9354665384617,448.3458530460009,13
Maize,Dhading,2408.785622,481.6206192914876,13
Maize,Dhankuta,2847.206505846154,462.54331580869786,13
Maize,Dhanusha,3005.1375426923073,396.0779858307352,13
Maize,Dolakha,2633.946626769231,432.29937751029627,13
Maize,Dolpa,1131.7142857142858,500.51197597583825,7
Maize,Doti,2255.1218966153847,392.2900403921436,13
Maize,Gorkha,2483.4485666153846,159.23448816481223,13
Maize,Gulmi,2417.610382076923,368.5694187071653,13
Maize,Humla,1539.4,21.054690688775253,5
Maize,Illam,3706.4568484285714,171.314101503856,7
Maize,Jajarkot,2120.52763575,667.0538909939585,12
Maize,Jhapa,3374.019101230769,840.172322341757,13
Maize,Jumla,1489.3061102222223,145.2337541042486,9
Maize,Kailali,2981.9973947500002,315.47270013020375,8
Maize,Kalikot,2122.0206290833335,316.9537179081512,12
Maize,Kanchanpur,2483.1502295384616,780.9760368008857,13
Maize,Kapilbastu,3124.704550076923,515.1431195485468,13
Maize,Kaski,2554.6175423076925,219.9058693559358,13
Maize,Kathmandu,3738.381019923077,414.36605976724223,13
Maize,Kavre,2770.185744,522.7082134845109,13
Maize,Khotang,2104.4900826153844,333.4570863393701,13
Maize,Lalitpur,3362.3050847692307,467.4549718179425,13
Maize,Lamjung,2338.878088846154,174.50486453185943,13
Maize,Mahottari,2646.1539567692307,437.70809403025066,13
Maize,Makwanpur,2991.878106307692,212.44215099238707,13
Maize,Manang,2040.4545454545455,401.5122323507377,11
Maize,Morang,3480.270693,359.2793110968416,12
Maize,Mugu,1566.0,292.80710373896324,7
Maize,Mustang,1547.0505460769232,103.56587377337802,13
Maize,Myagdi,3349.918562923077,188.84304436127408,13
Maize,Nawalparasi,3259.4520168,1343.9985675623514,10
Maize,Nuwakot,3130.3830052307694,466.2572196907572,13
Maize,Okhaldhunga,2556.265845230769,446.4135288809326,13
Maize,Palpa,2233.9375676153845,294.55212465357357,13
Maize,Panchthar,1913.8225416923076,292.62335951104325,13
Maize,Parbat,2242.2738864615385,245.87873683719158,13
Maize,Parsa,3648.940459230769,355.83433408634824,13
Maize,Pyuthan,2135.977948,489.614481788593,13
Maize,Ramechap,2666.186086153846,280.04384364726974,13
Maize,Rasuwa,2169.4068103846153,407.39259255165337,13
Maize,Rautahat,3269.3358812307697,317.1771342787528,13
Maize,Rolpa,2437.7904354615384,404.3201226361504,13
Maize,Rukum,2908.1513074545455,1465.4838989699629,11
Maize,Rupandehi,3733.097984,401.6609459339665,13
Maize,Salyan,2362.268003923077,397.357575228957,13
Maize,Sankhuwashava,1937.5586897692306,424.7241577987498,13
Maize,Saptari,2670.7088747692305,551.7271810560301,13
Maize,Sarlahi,3349.487747333333,761.5180028883025,12
Maize,Sindhuli,2814.4700040000002,403.6952977344181,13
Maize,Sindhupalchok,2506.6839734615382,346.2693247474416,13
Maize,Siraha,2567.4492874615385,718.8030288222685,13
Maize,Solukhumbu,2457.325302,99.63676255531014,11
Maize,Sunsari,3105.546466153846,580.3694311628972,13
Maize,Surkhet,2757.5155193846153,340.8396476943377,13
Maize,Syangja,3308.678168384615,325.9931454212689,13
Maize,Tanahu,3040.1148530769233,242.20036098097358,13
Maize,Taplejung,3083.7440149999998,398.01066822887583,13
Maize,Terhathum,2357.660358153846,335.14797277757924,13
Maize,Udayapur,2441.155011384615,389.97017746260417,13
Millet,Achham,1045.17495,93.77000493823083,13
Millet,Arghakhanchi,1184.798520076923,75.51309403367678,13
Millet,Baglung,1223.059039923077,40.13831163733782,13
Millet,Baitadi,1268.4085244615383,173.11852344775374,13
Millet,Bajhang,911.5014110538461,164.1012188418237,13
Millet,Bajura,1287.4492685384614,612.5626024625473,13
Millet,Bara,1178.4756323076922,115.19361059768431,13
Millet,Bhaktapur,1426.3545068461538,371.6424957043416,13
Millet,Bhojpur,1117.649153076923,207.82058643132044,13
Millet,Chitwan,1048.0646531538462,58.30567977959438,13
Millet,Dadeldhura,1167.8636893076923,253.8336577346397,13
Millet,Dailekh,1108.2161945384617,86.36522152147431,13
Millet,Dang,1054.1415762307693,108.80921200789274,13
Millet,Darchula,912.1586479615385,161.38464821000616,13
Millet,Dhading,980.2650331384616,54.87203892334367,13
Millet,Dhankuta,1113.5165588461539,101.90892124199272,13
Millet,Dhanusha,984.7732656999999,38.568497432140425,13
Millet,Dolakha,1286.2302029230768,100.73465497706644,13
Millet,Dolpa,969.0,273.00183149568795,7
Millet,Doti,1142.70958,89.41724273926822,13
Millet,Gorkha,1218.3570667692309,111.87831564163791,13
Millet,Gulmi,1061.004249923077,125.5598716435072,13
Millet,Humla,991.2,59.60453002918486,5
Millet,Illam,1292.0613354285713,150.3682468461242,7
Millet,Jajarkot,1294.3200409166666,345.2913040514239,12
Millet,Jhapa,1218.8188743846154,100.35591860482275,13
Millet,Jumla,1080.204499,67.38278162163539,9
Millet,Kailali,1078.9800613749999,76.2192029166356,8
Millet,Kalikot,1136.9275580833335,170.7271900744072,12
Millet,Kanchanpur,1059.0,,1
Millet,Kapilbastu,1000.0,,1
Millet,Kaski,1266.9985273846155,146.7462068213636,13
Millet,Kathmandu,1095.910807,193.66334434593688,13
Millet,Kavre,1117.284273076923,104.81988843743383,13
Millet,Khotang,1198.2056464615384,198.94929623752427,13
Millet,Lalitpur,1099.6031146923076,104.86468386997758,13
Millet,Lamjung,1088.2704713692308,116.15259250656926,13
Millet,Mahottari,1033.3333333333333,57.73502691896261,3
Millet,Makwanpur,1221.0746265384614,36.05927598269949,13
Millet,Manang,1000.0,,1
Millet,Morang,1200.8698255384616,35.406646260398816,13
Millet,Mugu,985.7142857142857,127.81850972598384,7
Millet,Mustang,1000.0,,1
Millet,Myagdi,1238.5392438461538,79.57484021682353,13
Millet,Nawalparasi,1553.9176131538463,580.2407551675151,13
Millet,Nuwakot,1506.1239116923077,300.00348559319116,13
Millet,Okhaldhunga,1740.2444654615383,336.3662755202595,13
Millet,Palpa,1114.1096246923078,127.03465762670622,13
Millet,Panchthar,1855.8591473846152,92.07078408288405,13
Millet,Parbat,966.4207563384615,81.12527253368883,13
Millet,Parsa,985.0,59.98666518485587,6
Millet,Pyuthan,1136.2574060000002,114.3318255586264,13
Millet,Ramechap,1058.143936,114.59908078937886,13
Millet,Rasuwa,1003.4947458461538,89.63091141758179,13
Millet,Rautahat,919.8293890692307,104.303305976286,13
Millet,Rolpa,1144.8219496923077,103.37398164201451,13
Millet,Rukum,1965.0977519166665,755.6318616375252,12
Millet,Rupandehi,1089.3088480000001,69.66625317089357,10
Millet,Salyan,1166.0300046923078,163.6036256915688,13
Millet,Sankhuwashava,1150.296791,131.83023035266427,13
Millet,Saptari,1207.9077395384616,186.07440660366467,13
Millet,Sarlahi,1011.6961103076924,303.9890445634834,13
Millet,Sindhuli,969.4158193846154,110.46144262843367,13
Millet,Sindhupalchok,1191.0693837692309,121.125014055988,13
Millet,Siraha,1001.5231726153846,55.889450673730465,13
Millet,Solukhumbu,1308.0607962727272,61.205571405343086,11
Millet,Sunsari,1081.4630422307694,111.65687162715894,13
Millet,Surkhet,1364.4986194166665,105.41295609415612,12
Millet,Syangja,1178.8690767692308,48.95894031329328,13
Millet,Tanahu,989.6688142076923,91.49847090713601,13
Millet,Taplejung,1340.4886543076923,96.70084047594872,13
Millet,Terhathum,1170.4557338461539,53.173678391984794,13
Millet,Udayapur,1769.121656076923,295.88612110339625,13
Paddy,Achham,2247.6342044615385,232.7667812544438,13
Paddy,Arghakhanchi,3029.672060923077,228.93601308771028,13
Paddy,Baglung,3229.765566,223.05024639507704,13
Paddy,Baitadi,2302.197966846154,171.60246150673822,13
Paddy,Bajhang,3001.150453153846,400.59970765524724,13
Paddy,Bajura,2366.737872153846,244.38507888937724,13
Paddy,Banke,3106.069169615385,467.1500484553444,13
Paddy,Bara,3825.009825846154,661.5423221012502,13
Paddy,Bardiya,3966.587997538462,458.1664595432191,13
Paddy,Bhaktapur,4987.598341,141.5941309318031,7
Paddy,Bhojpur,2459.744958230769,260.6957854293379,13
Paddy,Chitwan,3683.077294,271.8557729490249,13
Paddy,Dadeldhura,3254.0426986923076,567.288129818659,13
Paddy,Dailekh,3189.3934765384615,109.38445773610694,13
Paddy,Dang,3938.797752076923,371.6313106048669,13
Paddy,Darchula,2577.5142656153844,169.30818018217914,13
Paddy,Dhading,3774.1500563846153,722.8413516705731,13
Paddy,Dhankuta,3023.9143775384614,597.6726441325079,13
Paddy,Dhanusha,3341.514814307692,456.24311136355254,13
Paddy,Dolakha,2407.203876076923,387.84062809214777,13
Paddy,Dolpa,1937.5714285714287,249.20463956546305,7
Paddy,Doti,2310.0092063846155,227.99086480642396,13
Paddy,Gorkha,3213.958534153846,462.95824319162944,13
Paddy,Gulmi,2789.1950156923076,487.1613611223321,13
Paddy,Humla,1545.0,111.56836469178886,5
Paddy,Illam,3072.484774714286,439.2258140209111,7
Paddy,Jajarkot,3120.7731193333334,562.3977517909345,12
Paddy,Jhapa,4017.3585323846155,347.4468076086667,13
Paddy,Jumla,2058.693850888889,376.06313800478256,9
Paddy,Kailali,3893.68397,671.3874997642473,8
Paddy,Kalikot,2202.3588466666665,264.3798542185404,12
Paddy,Kanchanpur,3321.387731,382.0969377325631,13
Paddy,Kapilbastu,3140.0364216923076,387.5640109960536,13
Paddy,Kaski,3484.0046766923074,316.2487067522894,13
Paddy,Kathmandu,4537.530673444444,371.4172959832266,9
Paddy,Kavre,3428.3712525384617,366.46956706432695,13
Paddy,Khotang,2376.961829,409.98370733968807,13
Paddy,Lalitpur,4381.227564555556,184.66060213305522,9
Paddy,Lamjung,2934.1436848461535,421.318543541806,13
Paddy,Mahottari,3063.1077055384617,582.9853157970156,13
Paddy,Makwanpur,3606.165118,265.7883204784107,13
Paddy,Morang,3820.658304,403.68390960672036,13
Paddy,Mugu,1871.7142857142858,394.2709365760701,7
Paddy,Myagdi,3235.9453939230766,240.44201111052521,13
Paddy,Nawalparasi,3966.285714285714,224.15077833585906,7
Paddy,Nuwakot,4127.269697615385,331.34413331577497,13
Paddy,Okhaldhunga,2464.1446484615385,275.11989519354387,13
Paddy,Palpa,3703.611238153846,488.11186180463045,13
Paddy,Panchthar,2465.9599206153844,362.1982957975396,13
Paddy,Parbat,2997.3551703076923,460.4860518622145,13
Paddy,Parsa,4018.7264586923075,371.5813404061232,13
Paddy,Pyuthan,3353.1648896153847,453.3679861849994,13
Paddy,Ramechap,2787.1478016153847,349.43181313521086,13
Paddy,Rasuwa,2679.1357183846153,414.72135539207414,13
Paddy,Rautahat,3145.1185388461536,451.63121253384156,13
Paddy,Rolpa,2751.0562615384615,246.0502938757762,13
Paddy,Rukum,3159.375,851.1496322201939,8
Paddy,Rupandehi,4174.5719295384615,263.97562534476646,13
Paddy,Salyan,3668.271315,341.2024408648235,13
Paddy,Sankhuwashava,2474.498595,425.1130595694466,13
Paddy,Saptari,3034.498936692308,467.16604594497755,13
Paddy,Sarlahi,3133.9901796923077,459.0450632639819,13
Paddy,Sindhuli,3383.937393384615,478.1829183743195,13
Paddy,Sindhupalchok,2565.212866,395.19049074609745,13
Paddy,Siraha,2915.5120639230768,580.4136926701482,13
Paddy,Solukhumbu,2400.1881439090907,253.72722811877279,11
Paddy,Sunsari,3566.1527326923074,402.2478519680524,13
Paddy,Surkhet,3852.076384692308,308.07450539613905,13
Paddy,Syangja,3723.700658615385,328.622464953994,13
Paddy,Tanahu,3650.1897858461534,364.66628736971234,13
Paddy,Taplejung,2375.230769230769,354.4646559358102,13
Paddy,Terhathum,2439.8258312307694,302.9754296873191,13
Paddy,Udayapur,3698.0001853076924,403.97149235036346,13
Wheat,Achham,1616.126676769231,176.2455996681436,13
Wheat,Arghakhanchi,2328.846153846154,518.07123804773,13
Wheat,Baglung,2321.8107745384614,262.6087889715019,13
Wheat,Baitadi,1642.0805274615386,500.3058960751614,13
Wheat,Bajhang,1745.7781317692306,369.7332322929877,13
Wheat,Bajura,1436.4304568615385,376.12056807256016,13
Wheat,Banke,3180.683257923077,452.42010487476824,13
Wheat,Bara,3372.463141,201.35411487077715,12
Wheat,Bardiya,3531.0711947692307,366.48798555346553,13
Wheat,Bhaktapur,4124.671823076923,720.0143241639063,13
Wheat,Bhojpur,1955.1540806923076,366.41977554462954,13
Wheat,Chitwan,3864.8241257692307,569.7923476263251,13
Wheat,Dadeldhura,2058.853497153846,334.7650986474314,13
Wheat,Dailekh,1808.729448923077,419.32263543462716,13
Wheat,Dang,2549.0648442307693,422.4934245538412,13
Wheat,Darchula,1817.258896076923,516.6083057523585,13
Wheat,Dhading,2520.9298813846153,466.343980298945,13
Wheat,Dhankuta,2185.6923076923076,103.39115421171579,13
Wheat,Dhanusha,2949.411971833333,378.6480712679681,12
Wheat,Dolakha,1606.356561076923,287.8177865463155,13
Wheat,Dolpa,1985.5714285714287,351.8261204737634,7
Wheat,Doti,2011.8503853076922,172.69872966304646,13
Wheat,Gorkha,2072.4318316153845,225.41113448889925,13
Wheat,Gulmi,2461.603992769231,484.67791157473704,13
Wheat,Humla,1074.8,292.77158332051283,5
Wheat,Illam,3011.8701298571427,348.77738387751674,7
Wheat,Jajarkot,1572.8478590000002,552.6029355731482,12
Wheat,Jhapa,3206.6763925384616,508.52030593749066,13
Wheat,Jumla,1755.4368932222221,363.2961587378658,9
Wheat,Kailali,3275.531333375,515.5136174139758,8
Wheat,Kalikot,1474.4545454166666,326.9470602229507,12
Wheat,Kanchanpur,2642.0595807692307,561.474365961277,13
Wheat,Kapilbastu,3446.7265653076925,422.4500402588876,13
Wheat,Kaski,2277.597633153846,218.52243226922698,13
Wheat,Kathmandu,3674.3682588461534,578.62125612414,13
Wheat,Kavre,2590.7982665384616,432.3516787674859,13
Wheat,Khotang,2239.166455846154,346.26958368656454,13
Wheat,Lalitpur,3257.4333753846154,406.56051521462155,13
Wheat,Lamjung,2238.6088971307695,728.2161834041152,13
Wheat,Mahottari,2700.958579846154,438.60824087543705,13
Wheat,Makwanpur,3158.672663846154,288.7012098342893,13
Wheat,Manang,1909.3989899166666,436.72895515097395,12
Wheat,Morang,2758.206690461538,446.21787583680407,13
Wheat,Mugu,1565.0,403.5228205029632,7
Wheat,Mustang,1702.076130076923,138.0088886337348,13
Wheat,Myagdi,2330.1016824615385,380.2273799371442,13
Wheat,Nawalparasi,2571.0,326.9892964609086,7
Wheat,Nuwakot,3254.8187744615384,332.8107618918674,13
Wheat,Okhaldhunga,1970.624817076923,240.49607988822115,13
Wheat,Palpa,2324.977186923077,194.37679814561426,13
Wheat,Panchthar,1914.9883984615385,276.96867921555804,13
Wheat,Parbat,2437.1642044615382,91.76721901474822,13
Wheat,Parsa,3527.676925230769,172.91816166899522,13
Wheat,Pyuthan,2614.309441153846,424.26787093446063,13
Wheat,Ramechap,2122.9528030769234,211.03248499889966,13
Wheat,Rasuwa,1936.2321538461538,346.3406622199803,13
Wheat,Rautahat,3217.243046,392.3699254506079,12
Wheat,Rolpa,2467.9756556923076,479.79371767221227,13
Wheat,Rukum,3411.9180079166667,1350.6470033969456,12
Wheat,Rupandehi,3480.8898505384614,359.65025079408804,13
Wheat,Salyan,2293.8118675384617,438.9523969889751,13
Wheat,Sankhuwashava,2158.8749266153845,180.76291474627763,13
Wheat,Saptari,2971.230769230769,510.06587055760986,13
Wheat,Sarlahi,2897.240035416667,491.5700695678327,12
Wheat,Sindhuli,2642.8591278461536,201.32513426675885,13
Wheat,Sindhupalchok,1258.2734603846154,285.54964620166976,13
Wheat,Siraha,2752.0576923076924,746.0960628068597,13
Wheat,Solukhumbu,1952.2424242727275,121.75732605148684,11
Wheat,Sunsari,3164.1700404615385,480.16802473043543,13
Wheat,Surkhet,2967.067875076923,251.05110578393987,13
Wheat,Syangja,2328.420118307692,444.0406537346573,13
Wheat,Tanahu,2161.346153846154,254.03554415141934,13
Wheat,Taplejung,1998.9825174615385,178.39349434459666,13
Wheat,Terhathum,2065.1983805384616,189.82617452569914,13
Wheat,Udayapur,2597.296102153846,278.66250653609353,13
